AA19	心肺移植
MJ19	其他男性生殖系统手术
MJ1D	其他男性生殖系统手术,小于等于6岁
MJ1H	其他男性生殖系统手术,大于等于70岁
MR13	男性生殖系统恶性肿瘤,伴合并症或并发症
MR15	男性生殖系统恶性肿瘤,不伴合并症或并发症
MS19	男性生殖系统炎症
MZ19	其他男性生殖系统疾病
NA10	女性生殖器官恶性肿瘤的广泛切除手术,机器人辅助手术
NA19	女性生殖器官恶性肿瘤的广泛切除手术
NA23	女性生殖器官恶性肿瘤除广泛切除术以外的手术,伴合并症或并发症
NA25	女性生殖器官恶性肿瘤除广泛切除术以外的手术,不伴合并症或并发症
NB19	女性生殖系统重建手术（移植物植入）
NB23	女性生殖系统重建手术（无移植物植入）,伴合并症或并发症
NB25	女性生殖系统重建手术（无移植物植入）,不伴合并症或并发症
NC10	子宫联合附件手术,机器人辅助手术
NC19	子宫联合附件手术
NC29	子宫（除子宫腔内病变以外）手术
NC39	附件手术
NE19	子宫腔内病变手术
NF19	外阴、阴道、宫颈手术
NF1H	外阴、阴道、宫颈手术,大于等于70岁
NG19	辅助生殖技术
NJ13	女性生殖系统其他手术,伴合并症或并发症
NJ15	女性生殖系统其他手术,不伴合并症或并发症
NR13	女性生殖系统恶性肿瘤,伴合并症或并发症
NR15	女性生殖系统恶性肿瘤,不伴合并症或并发症
NS19	女性生殖系统感染
NZ19	女性生殖系统其他疾病
OB11	剖宫产术和子宫、附件手术,伴严重合并症或并发症
OB15	剖宫产术和子宫、附件手术,不伴严重合并症或并发症
OB21	剖宫产术,伴严重合并症或并发症
OB25	剖宫产术,不伴严重合并症或并发症
OC19	阴道助产手术,椎管内镇痛
OC29	阴道助产手术
OC39	阴道分娩伴手术操作,椎管内镇痛
OC49	阴道分娩伴手术操作
OD19	与妊娠相关的子宫及附件手术
OD29	与妊娠相关的外阴、阴道及宫颈手术
OD39	胎儿宫内治疗
OE19	异位妊娠手术
OF19	中期引产手术操作
OF29	早期流产手术操作
OJ13	与妊娠、分娩相关的其他手术操作,伴合并症或并发症
OJ15	与妊娠、分娩相关的其他手术操作,不伴合并症或并发症
OL19	阴道分娩,椎管内镇痛
OR19	阴道分娩
OS19	产褥期相关疾病
OS29	流产相关疾病
OT19	异位妊娠
OZ19	妊娠期相关疾病
PB19	新生儿（出生年龄＜29天）心血管手术
PC19	新生儿（出生年龄＜29天）除心血管外复杂手术
PD13	新生儿（出生年龄＜29天）腹部手术,伴合并症或并发症
PD15	新生儿（出生年龄＜29天）腹部手术,不伴合并症或并发症
PJ19	新生儿（出生年龄＜29天）其他手术
PK11	新生儿伴呼吸机支持,伴严重合并症或并发症
PK13	新生儿伴呼吸机支持,伴一般合并症或并发症
PK15	新生儿伴呼吸机支持,不伴合并症或并发症
PR11	新生儿呼吸窘迫综合征,伴严重合并症或并发症
PR13	新生儿呼吸窘迫综合征,伴一般合并症或并发症
PR15	新生儿呼吸窘迫综合征,不伴合并症或并发症
PS19	极度发育不全（入院体重＜1000g）
PS29	极度发育不全（入院体重1000-1499g）
PS39	早产儿（入院体重1500-1999g）
PS41	早产儿（入院体重2000-2499g）,伴严重合并症或并发症
PS43	早产儿（入院体重2000-2499g）,伴一般合并症或并发症
PS45	早产儿（入院体重2000-2499g）,不伴合并症或并发症
PS51	早产儿（入院体重≥2500g）,伴严重合并症或并发症
PS53	早产儿（入院体重≥2500g）,伴一般合并症或并发症
PS55	早产儿（入院体重≥2500g）,不伴合并症或并发症
PU11	足月儿重度疾病,伴严重合并症或并发症
PU13	足月儿重度疾病,伴一般合并症或并发症
PU15	足月儿重度疾病,不伴合并症或并发症
PU21	足月儿中度疾病,伴严重合并症或并发症
PU25	足月儿中度疾病,不伴严重合并症或并发症
PU33	足月儿轻度疾病,伴合并症或并发症
PU35	足月儿轻度疾病,不伴合并症或并发症
PV11	源于新生儿（29天≤出生年龄＜1周岁）诊断的婴儿疾病,伴严重合并症或并发症
PV13	源于新生儿（29天≤出生年龄＜1周岁）诊断的婴儿疾病,伴一般合并症或并发症
PV15	源于新生儿（29天≤出生年龄＜1周岁）诊断的婴儿疾病,不伴合并症或并发症
QB19	脾切除术
QJ13	非特指部位、组织、器官的良性肿瘤手术,伴合并症或并发症
QJ15	非特指部位、组织、器官的良性肿瘤手术,不伴合并症或并发症
QK19	血液疾病血浆置换
QR19	急性移植物抗宿主病
QR29	非急性移植物抗宿主病
QR33	网状内皮及免疫性疾病,伴合并症或并发症
QR35	网状内皮及免疫性疾病,不伴合并症或并发症
QS13	红细胞病及营养性贫血,伴合并症或并发症
QS15	红细胞病及营养性贫血,不伴合并症或并发症
QS23	溶血性贫血,伴合并症或并发症
QS25	溶血性贫血,不伴合并症或并发症
QS33	重型再生障碍性贫血,伴合并症或并发症
QS35	重型再生障碍性贫血,不伴合并症或并发症
QS43	其他再生障碍性贫血,伴合并症或并发症
QS45	其他再生障碍性贫血,不伴合并症或并发症
QS53	其他贫血,伴合并症或并发症
QS55	其他贫血,不伴合并症或并发症
QT13	免疫性血小板减少,伴合并症或并发症
QT15	免疫性血小板减少,不伴合并症或并发症
QT23	非免疫性血小板减少,伴合并症或并发症
QT25	非免疫性血小板减少,不伴合并症或并发症
QT33	凝血因子缺乏,伴合并症或并发症
QT35	凝血因子缺乏,不伴合并症或并发症
QT49	血栓性疾病
QT53	其他血栓与止血,伴合并症或并发症
QT55	其他血栓与止血,不伴合并症或并发症
RA13	淋巴瘤、白血病等伴重大手术,伴合并症或并发症
RA15	淋巴瘤、白血病等伴重大手术,不伴合并症或并发症
RA29	淋巴瘤、白血病等伴其他手术
RA39	骨髓增生性疾病或恶性增生性疾病等伴重大手术
RA49	骨髓增生性疾病或恶性增生性疾病等伴其他手术
RK11	急性白血病化学治疗和／或其他治疗,伴严重合并症或并发症
RK13	急性白血病化学治疗和／或其他治疗,伴一般合并症或并发症
RK15	急性白血病化学治疗和／或其他治疗,不伴合并症或并发症
RK23	淋巴瘤、多发骨髓瘤化学治疗和／或其他治疗,伴合并症或并发症
RK25	淋巴瘤、多发骨髓瘤化学治疗和／或其他治疗,不伴合并症或并发症
RL13	恶性及增生性疾病放射联合化疗／靶向／免疫治疗,伴合并症或并发症
RL15	恶性及增生性疾病放射联合化疗／靶向／免疫治疗,不伴合并症或并发症
RL23	恶性及增生性疾病TOMO及放射外科治疗,伴合并症或并发症
RL25	恶性及增生性疾病TOMO及放射外科治疗,不伴合并症或并发症
RL33	恶性及增生性疾病其他体外照射,伴合并症或并发症
RL35	恶性及增生性疾病其他体外照射,不伴合并症或并发症
RL49	恶性及增生性疾病放射性粒子植入术
RL53	恶性及增生性疾病其他近距离照射,伴合并症或并发症
RL55	恶性及增生性疾病其他近距离照射,不伴合并症或并发症
RL5G	恶性及增生性疾病其他近距离照射,不伴合并症或并发症,大于等于70岁
RM19	恶性及增生性疾病介入联合化疗／靶向／免疫治疗
RM29	恶性及增生性疾病介入、消融治疗
RN19	白血病的联合治疗
RN29	淋巴瘤、骨髓瘤的联合治疗
RN39	骨髓增殖性肿瘤及骨髓增生异常肿瘤的联合治疗
RN49	恶性肿瘤化学、靶向、免疫联合治疗
RP19	白血病常规靶向、免疫治疗
RP29	淋巴瘤、骨髓瘤常规靶向、免疫治疗
RP39	骨髓增殖性肿瘤及骨髓增生异常肿瘤常规靶向、免疫治疗
RP49	其他恶性及增生性疾病常规靶向、免疫治疗
RP59	白血病常规化疗
RP69	淋巴瘤、骨髓瘤常规化疗
RP73	骨髓增殖性肿瘤及骨髓增生异常肿瘤常规化疗,伴合并症或并发症
RP75	骨髓增殖性肿瘤及骨髓增生异常肿瘤常规化疗,不伴合并症或并发症
RP89	其他恶性及增生性疾病常规化疗
RQ13	恶性及增生性疾病的终末期治疗,伴合并症或并发症
RQ15	恶性及增生性疾病的终末期治疗,不伴合并症或并发症
RR11	急性白血病,伴严重合并症或并发症
RR13	急性白血病,伴一般合并症或并发症
RR15	急性白血病,不伴合并症或并发症
RS11	淋巴瘤及其他类型白血病,伴严重合并症或并发症
RS13	淋巴瘤及其他类型白血病,伴一般合并症或并发症
RS15	淋巴瘤及其他类型白血病,不伴合并症或并发症
RS21	浆细胞病,伴严重合并症或并发症
RS23	浆细胞病,伴一般合并症或并发症
RS25	浆细胞病,不伴合并症或并发症
RT13	非特指恶性肿瘤,伴合并症或并发症
RT15	非特指恶性肿瘤,不伴合并症或并发症
RT29	非特指良性肿瘤
RU19	恶性及增生性疾病放射性核素治疗
RU23	恶性及增生性疾病其他治疗,伴合并症或并发症
RU25	恶性及增生性疾病其他治疗,不伴合并症或并发症
RW19	恶性及增生性疾病治疗后的随诊检查
RW21	恶性及增生性疾病维持性治疗,伴严重合并症或并发症
RW23	恶性及增生性疾病维持性治疗,伴一般合并症或并发症
RW25	恶性及增生性疾病维持性治疗,不伴合并症或并发症
SB11	全身性感染疾病的手术,伴严重合并症或并发症
SB13	全身性感染疾病的手术,伴一般合并症或并发症
SB15	全身性感染疾病的手术,不伴合并症或并发症
SR11	脓毒症,伴严重合并症或并发症
SR13	脓毒症,伴一般合并症或并发症
SR15	脓毒症,不伴合并症或并发症
SR1G	脓毒症,不伴合并症或并发症,大于等于70岁
SS13	手术后及创伤后感染,伴合并症或并发症
SS15	手术后及创伤后感染,不伴合并症或并发症
ST13	原因不明的发热,伴合并症或并发症
ST15	原因不明的发热,不伴合并症或并发症
SU19	病毒性疾病
SU1H	病毒性疾病,大于等于70岁
SV13	细菌性疾病,伴合并症或并发症
SV15	细菌性疾病,不伴合并症或并发症
SV1F	细菌性疾病,伴合并症或并发症,大于等于70岁
SV1G	细菌性疾病,不伴合并症或并发症,大于等于70岁
SW19	肺外结核
SX19	侵袭性真菌病
SY13	非结核分枝杆菌感染,伴合并症或并发症
SY15	非结核分枝杆菌感染,不伴合并症或并发症
SZ19	其他感染性或寄生虫性疾病
SZ1H	其他感染性或寄生虫性疾病,大于等于70岁
TB13	精神病患者的手术,伴合并症或并发症
TB15	精神病患者的手术,不伴合并症或并发症
TR19	精神分裂症
TR29	偏执及急性精神病
TS19	心境障碍
TS29	神经症及相关障碍
TT19	进食障碍
TT29	睡眠障碍
TT39	人格障碍
TU19	儿童期精神发育障碍
TV19	焦虑障碍
TW13	器质性及症状性精神障碍,伴合并症或并发症
TW15	器质性及症状性精神障碍,不伴合并症或并发症
TX19	性心理及性功能障碍
TY19	强迫及相关障碍
UR19	酒精中毒及戒除
US19	兴奋剂滥用与依赖
VB19	损伤的皮肤移植
VC13	与损伤有关的清创术,伴合并症或并发症
VC15	与损伤有关的清创术,不伴合并症或并发症
VJ13	其他损伤的手术,伴合并症或并发症
VJ15	其他损伤的手术,不伴合并症或并发症
VR13	损伤,伴合并症或并发症
VR15	损伤,不伴合并症或并发症
VS19	过敏反应
VS21	药物中毒或毒性反应,伴严重合并症或并发症
VS23	药物中毒或毒性反应,伴一般合并症或并发症
VS25	药物中毒或毒性反应,不伴合并症或并发症
VS2G	药物中毒或毒性反应,不伴合并症或并发症,大于等于70岁
VT13	医疗后遗症,伴合并症或并发症
VT15	医疗后遗症,不伴合并症或并发症
VT1G	医疗后遗症,不伴合并症或并发症,大于等于70岁
VZ13	其他损伤、中毒及毒性反应疾病,伴合并症或并发症
VZ15	其他损伤、中毒及毒性反应疾病,不伴合并症或并发症
WB19	烧伤面积≥50%,或三度面积≥20%的烧伤,伴有手术操作
WB29	烧伤面积≥30%,＜50%,或三度面积≥10%,＜20%的烧伤,伴有手术操作
WB39	烧伤面积＜30%或其他烧伤,伴有手术操作
WJ19	烧伤相关其他手术
WR19	烧伤面积≥30%的烧伤
WR23	烧伤面积＜30%的烧伤或其他烧伤,伴合并症或并发症
WR25	烧伤面积＜30%的烧伤或其他烧伤,不伴合并症或并发症
XC13	疼痛的手术治疗,伴合并症或并发症
XC15	疼痛的手术治疗,不伴合并症或并发症
XJ11	其他接触健康服务的诊断伴手术操作,伴严重合并症或并发症
XJ15	其他接触健康服务的诊断伴手术操作,不伴严重合并症或并发症
XJ1G	其他接触健康服务的诊断伴手术操作,不伴严重合并症或并发症,大于等于70岁
XR19	精神心理康复
XR21	神经、骨骼及肌肉康复,伴严重合并症或并发症
XR23	神经、骨骼及肌肉康复,伴一般合并症或并发症
XR25	神经、骨骼及肌肉康复,不伴合并症或并发症
XR2G	神经、骨骼及肌肉康复,不伴合并症或并发症,大于等于70岁
XR31	功能障碍康复,伴严重合并症或并发症
XR33	功能障碍康复,伴一般合并症或并发症
XR35	功能障碍康复,不伴合并症或并发症
XR3G	功能障碍康复,不伴合并症或并发症,大于等于70岁
XS11	体征及症状,伴严重合并症或并发症
XS13	体征及症状,伴一般合并症或并发症
XS15	体征及症状,不伴合并症或并发症
XS23	非恶性肿瘤的随访,伴合并症或并发症
XS25	非恶性肿瘤的随访,不伴合并症或并发症
XS2F	非恶性肿瘤的随访,伴合并症或并发症,大于等于70岁
XS2G	非恶性肿瘤的随访,不伴合并症或并发症,大于等于70岁
XT19	其他后期照护
XT1D	其他后期照护,小于等于6岁
XT1H	其他后期照护,大于等于70岁
XT29	非特指的先天畸形
XT33	其他影响健康状态的因素,伴合并症或并发症
XT35	其他影响健康状态的因素,不伴合并症或并发症
XT3G	其他影响健康状态的因素,不伴合并症或并发症,大于等于70岁
YC19	HIV相关疾病的手术
YR11	HIV相关疾病,伴严重合并症或并发症
YR13	HIV相关疾病,伴一般合并症或并发症
YR15	HIV相关疾病,不伴合并症或并发症
ZB19	多发性严重创伤开颅术
ZC11	多发性严重创伤的脊柱、髋、股或肢体手术,伴严重合并症或并发症
ZC15	多发性严重创伤的脊柱、髋、股或肢体手术,不伴严重合并症或并发症
ZD19	严重复合伤的腹部手术
ZJ11	与多发伤有关的其他手术操作,伴严重合并症或并发症
ZJ15	与多发伤有关的其他手术操作,不伴严重合并症或并发症
ZZ11	多发性重要创伤无手术,伴严重合并症或并发症
ZZ15	多发性重要创伤无手术,不伴严重合并症或并发症
