AA19	心肺移植
FL4_39.7	先天性心脏病介入治疗，血管内操作
FL4_9	先天性心脏病介入治疗，其他
FM19	经皮大血管复杂手术
FM2_39.7	经皮大血管常规手术，血管内操作
FM2_9	经皮大血管常规手术，其他
FM37	经皮冠状动脉支架植入，死亡转归
FM39	经皮冠状动脉支架植入
FM47	其他经皮心血管治疗，死亡转归
FM4_17.5	其他经皮心血管治疗，附加的心血管操作
FM4_39.5	其他经皮心血管治疗，血管其他修补术
FM4_00	其他经皮心血管治疗，操作和介入，NEC
FM4_37	其他经皮心血管治疗，心脏和心包的其他手术
FM4_9	其他经皮心血管治疗，其他
FM50	经皮心导管检查操作，年龄小于18岁
FM5_00.2	经皮心导管检查操作，血管的血管内显像
FM5_00.5	经皮心导管检查操作，其他心血管操作
FM5_37.2	经皮心导管检查操作，心脏和心包的诊断性操作
FM5_88.5	经皮心导管检查操作，对比剂心血管造影术
FM5_9	经皮心导管检查操作，其他
FN11	下肢动脉经皮血管内治疗，伴严重并发症或合并症
FN13	下肢动脉经皮血管内治疗，伴并发症或合并症
FN15	下肢动脉经皮血管内治疗，不伴并发症或合并症
FN20	其他外周血管检查和/或治疗，年龄小于18岁
FN21	其他外周血管检查和/或治疗，伴严重并发症或合并症
FN23	其他外周血管检查和/或治疗，伴并发症或合并症
FN25	其他外周血管检查和/或治疗，不伴并发症或合并症
FP19	心力衰竭、休克伴操作性治疗
FR17	急性心肌梗死，死亡转归
FR11	急性心肌梗死，伴严重并发症或合并症
FR13	急性心肌梗死，伴并发症或合并症
FR15	急性心肌梗死，不伴并发症或合并症
FR21	心力衰竭、休克，伴严重并发症或合并症
FR23	心力衰竭、休克，伴并发症或合并症
FR25	心力衰竭、休克，不伴并发症或合并症
FR31	肺栓塞，伴严重并发症或合并症
FR33	肺栓塞，伴并发症或合并症
FR35	肺栓塞，不伴并发症或合并症
FR41	心绞痛，伴严重并发症或合并症
FR43	心绞痛，伴并发症或合并症
FR45	心绞痛，不伴并发症或合并症
FR57	冠状动脉粥样硬化/血栓/闭塞，死亡转归
FR51	冠状动脉粥样硬化/血栓/闭塞，伴严重并发症或合并症
FR53	冠状动脉粥样硬化/血栓/闭塞，伴并发症或合并症
FR55	冠状动脉粥样硬化/血栓/闭塞，不伴并发症或合并症
FT11	心肌病，伴严重并发症或合并症
FT13	心肌病，伴并发症或合并症
FT15	心肌病，不伴并发症或合并症
FT29	感染性心内膜炎
FT39	瓣膜疾病
FT41	心包疾病，伴严重并发症或合并症
FT43	心包疾病，伴并发症或合并症
FT45	心包疾病，不伴并发症或合并症
FU17	严重心律失常及心脏停搏，死亡转归
FU11	严重心律失常及心脏停搏，伴严重并发症或合并症
FU13	严重心律失常及心脏停搏，伴并发症或合并症
FU15	严重心律失常及心脏停搏，不伴并发症或合并症
FU27	心律失常及传导障碍，死亡转归
FU2_I25.1	心律失常及传导障碍，动脉硬化性心脏病
FU2_R00.2	心律失常及传导障碍，心悸
FU2_9	心律失常及传导障碍，其他
FV10	先天性心脏病，年龄小于18岁
FV1_Q21.0	先天性心脏病，室间隔缺损
FV1_Q21.1	先天性心脏病，房间隔缺损
FV1_Q24.5	先天性心脏病，冠状血管畸形
FV1_Q24	先天性心脏病，心脏的其他先天性畸形
FV1_9	先天性心脏病，其他
FV27	高血压，死亡转归
FV29	高血压
FV39	晕厥及/或虚脱
FW10	动脉疾病，年龄小于18岁
FW1_E13.5	动脉疾病，其他特指的糖尿病伴有周围循环并发症
FW1_I27.0	动脉疾病，原发性肺动脉高压
FW1_I27.2	动脉疾病，其他继发性肺动脉高压
FW1_I70.9	动脉疾病，全身性和未特指的动脉粥样硬化
FW1_I71.2	动脉疾病，胸主动脉瘤，未提及破裂
FW1_I71.4	动脉疾病，腹主动脉瘤，未提及破裂
FW1_I77.1	动脉疾病，动脉狭窄
FW1_I72	动脉疾病，其他动脉瘤和动脉夹层
FW1_9	动脉疾病，其他
FW20	静脉疾病，年龄小于18岁
FW2_I83.0	静脉疾病，下肢静脉曲张伴有溃疡
FW2_I83.2	静脉疾病，下肢静脉曲张伴有溃疡和炎症
FW2_I83.9	静脉疾病，下肢静脉曲张不伴有溃疡或炎症
FW2_I87.2	静脉疾病，静脉功能不全(慢性)(周围性)
FW2_Q27.8	静脉疾病，周围血管系统其他特指的先天性畸形
FW2_9	静脉疾病，其他
FZ1_I27.9	其他循环系统疾病，未特指的肺源性心脏病
FZ1_R07.4	其他循环系统疾病，未特指的胸痛
FZ1_Z03.5	其他循环系统疾病，其他可疑心血管疾病的观察
FZ1_9	其他循环系统疾病，其他
GB1_42.4	食管大手术，食管切除术
GB1_42.4_n	食管大手术，食管切除术，使用新技术新项目
GB1_42.5	食管大手术，食管胸内吻合术
GB1_42.5_n	食管大手术，食管胸内吻合术，使用新技术新项目
GB1_43.5	食管大手术，胃部分切除术伴食管胃吻合术
GB1_43.9	食管大手术，胃全部切除术
GB1_9	食管大手术，其他
GB21	胃、十二指肠大手术，伴严重并发症或合并症
GB23	胃、十二指肠大手术，伴并发症或合并症
GB25	胃、十二指肠大手术，不伴并发症或合并症
GB31	小肠、大肠(含直肠)的大手术，伴严重并发症或合并症
GB33	小肠、大肠(含直肠)的大手术，伴并发症或合并症
GB33_n	小肠、大肠(含直肠)的大手术，伴并发症或合并症，使用新技术新项目
GB35	小肠、大肠(含直肠)的大手术，不伴并发症或合并症
GB35_n	小肠、大肠(含直肠)的大手术，不伴并发症或合并症，使用新技术新项目
GC1_42.3	食管其他手术，食管病损或组织的局部切除术或破坏术
GC1_42.8	食管其他手术，食管其他修补术
GC1_42.9	食管其他手术，食管其他手术
GC1_9	食管其他手术，其他
GC21	胃、十二指肠其他手术，伴严重并发症或合并症
GC23	胃、十二指肠其他手术，伴并发症或合并症
GC25	胃、十二指肠其他手术，不伴并发症或合并症
GC31	小肠、大肠(含直肠)的其他手术，伴严重并发症或合并症
GC31_a	小肠、大肠(含直肠)的其他手术，伴严重并发症或合并症，小肠切除手术
GC33	小肠、大肠(含直肠)的其他手术，伴并发症或合并症
GC33_a	小肠、大肠(含直肠)的其他手术，伴并发症或合并症，小肠切除手术
GC35	小肠、大肠(含直肠)的其他手术，不伴并发症或合并症
GC35_a	小肠、大肠(含直肠)的其他手术，不伴并发症或合并症，小肠切除手术
GD10	腹膜后肿瘤手术，年龄小于18岁
GD1_40.5	腹膜后肿瘤手术，其他淋巴结根治性切除术
GD1_54.4	腹膜后肿瘤手术，腹膜组织的切除术或破坏术
GD1_9	腹膜后肿瘤手术，其他
GE11	伴穿孔、化脓、坏疽等阑尾切除术，伴严重并发症或合并症
GE13	伴穿孔、化脓、坏疽等阑尾切除术，伴并发症或合并症
GE15	伴穿孔、化脓、坏疽等阑尾切除术，不伴并发症或合并症
GE2_47	阑尾切除术，阑尾手术
GE2_9	阑尾切除术，其他
GF19	特殊类型疝手术
GF2_53.4	腹壁疝及脐疝手术，脐疝修补术
GF2_53.6	腹壁疝及脐疝手术，其他用移植物或假体的前腹壁疝的修补术
GF2_53	腹壁疝及脐疝手术，疝修补术
GF3_17.1	腹股沟疝及股疝手术，腹腔镜单侧腹股沟疝修补术
GF3_17.2	腹股沟疝及股疝手术，腹腔镜双侧腹股沟疝修补术
GF3_53.0	腹股沟疝及股疝手术，其他腹股沟疝单侧修补术
GF3_53	腹股沟疝及股疝手术，疝修补术
GG1_17.9	肛管、肛门及肛周手术，中医治疗技术
GG1_49.0	肛管、肛门及肛周手术，肛周组织的切开术或切除术
GG1_49.7	肛管、肛门及肛周手术，肛门修补术
GG1_49	肛管、肛门及肛周手术，肛门手术
GG1_9	肛管、肛门及肛周手术，其他
GG2_48.3	直肠其他手术，直肠病损或组织的局部切除术或破坏术
GG2_48.8	直肠其他手术，直肠周围组织或病损的切开术或切除术
GG2_48	直肠其他手术，直肠、直肠乙状结肠和直肠周围组织的手术
GG2_9	直肠其他手术，其他
GH11	腹腔/盆腔内粘连松解术，伴严重并发症或合并症
GH13	腹腔/盆腔内粘连松解术，伴并发症或合并症
GH15	腹腔/盆腔内粘连松解术，不伴并发症或合并症
GJ11	消化系统其他手术，伴严重并发症或合并症
GJ13	消化系统其他手术，伴并发症或合并症
GJ15	消化系统其他手术，不伴并发症或合并症
GK1_42.3	消化系统其他内镜治疗操作，食管病损或组织的局部切除术或破坏术
GK1_43.4	消化系统其他内镜治疗操作，胃病损或组织的局部切除术或破坏术
GK1_45.3	消化系统其他内镜治疗操作，小肠病损或组织的局部切除术或破坏术
GK1_46.8	消化系统其他内镜治疗操作，肠的扩张和操作
GK1_48.3	消化系统其他内镜治疗操作，直肠病损或组织的局部切除术或破坏术
GK1_45	消化系统其他内镜治疗操作，肠切开术、切除术和吻合术
GK1_9	消化系统其他内镜治疗操作，其他
GK21	胃镜治疗操作，伴严重并发症或合并症
GK23	胃镜治疗操作，伴并发症或合并症
GK25	胃镜治疗操作，不伴并发症或合并症
GK3_45.4	结肠镜治疗操作，大肠病损或组织的局部切除术或破坏术
GK3_46.8	结肠镜治疗操作，肠的扩张和操作
GK3_9	结肠镜治疗操作，其他
GR17	消化系统恶性肿瘤，死亡转归
GR11	消化系统恶性肿瘤，伴严重并发症或合并症
GR13	消化系统恶性肿瘤，伴并发症或合并症
GR15	消化系统恶性肿瘤，不伴并发症或合并症
GS17	胃肠出血，死亡转归
GS11	胃肠出血，伴严重并发症或合并症
GS13	胃肠出血，伴并发症或合并症
GS15	胃肠出血，不伴并发症或合并症
GT1_K51.8	炎症性肠病，其他的溃疡性结肠炎
GT1_K52	炎症性肠病，其他非感染性胃肠炎和结肠炎
GT1_9	炎症性肠病，其他
GU17	消化道溃疡伴穿孔，死亡转归
GU19	消化道溃疡伴穿孔
GU21	其他消化道溃疡，伴严重并发症或合并症
GU23	其他消化道溃疡，伴并发症或合并症
GU25	其他消化道溃疡，不伴并发症或合并症
GV17	消化道梗阻或腹痛，死亡转归
GV10	消化道梗阻或腹痛，年龄小于18岁
GV11	消化道梗阻或腹痛，伴严重并发症或合并症
GV13	消化道梗阻或腹痛，伴并发症或合并症
GV15	消化道梗阻或腹痛，不伴并发症或合并症
GW10	食管炎、胃肠炎，年龄小于18岁
GW1_A09.0	食管炎、胃肠炎，其他和未特指传染性病因的胃肠炎和结肠炎
GW1_K29.3	食管炎、胃肠炎，慢性浅表性胃炎
GW1_A04	食管炎、胃肠炎，其他细菌性肠道感染
GW1_9	食管炎、胃肠炎，其他
GZ17	其他消化系统疾病，死亡转归
GZ10	其他消化系统疾病，年龄小于18岁
GZ1_A18.3	其他消化系统疾病，肠、腹膜和肠系膜淋巴结的结核
GZ1_D37.2	其他消化系统疾病，小肠动态未定或动态未知的肿瘤
GZ1_D48.7	其他消化系统疾病，其他特指部位的动态未定或动态未知的肿瘤
GZ1_K30.x	其他消化系统疾病，功能性消化不良
GZ1_K31.8	其他消化系统疾病，胃和十二指肠其他特指的疾病
GZ1_K35.3	其他消化系统疾病，急性阑尾炎伴局限性腹膜炎
GZ1_K40.2	其他消化系统疾病，双侧腹股沟疝，不伴有梗阻或坏疽
GZ1_K40.9	其他消化系统疾病，单侧或未特指的腹股沟疝，不伴有梗阻或坏疽
GZ1_K55.0	其他消化系统疾病，肠急性血管疾患
GZ1_K55.9	其他消化系统疾病，未特指的肠血管疾患
GZ1_K59.1	其他消化系统疾病，功能性腹泻
GZ1_K61.0	其他消化系统疾病，肛门脓肿
GZ1_K62.9	其他消化系统疾病，肛门和直肠未特指的疾病
GZ1_K63.2	其他消化系统疾病，肠瘘
GZ1_K63.3	其他消化系统疾病，肠溃疡
GZ1_K63.5	其他消化系统疾病，结肠息肉
GZ1_K64.8	其他消化系统疾病，其他特指的痔疮
GZ1_K65.0	其他消化系统疾病，急性腹膜炎
GZ1_K65.8	其他消化系统疾病，其他的腹膜炎
GZ1_K65.9	其他消化系统疾病，未特指的腹膜炎
GZ1_K91.2	其他消化系统疾病，手术后吸收不良，不可归类在他处者
GZ1_K91.8	其他消化系统疾病，消化系统的其他操作后疾患，不可归类在他处者
GZ1_T18.1	其他消化系统疾病，食管内异物
GZ1_K55	其他消化系统疾病，肠血管疾患
GZ1_9	其他消化系统疾病，其他
HB1_39.1	胰、肝切除和/或分流手术，腹内静脉分流术
HB1_52.5	胰、肝切除和/或分流手术，部分胰腺切除术
HB1_52.5_n	胰、肝切除和/或分流手术，部分胰腺切除术，使用新技术新项目
HB1_52.6	胰、肝切除和/或分流手术，全胰切除术
HB1_52.7	胰、肝切除和/或分流手术，根治性胰十二指肠切除术
HB1_50	胰、肝切除和/或分流手术，肝脏手术
HB1_9	胰、肝切除和/或分流手术，其他
HC11	胆总管手术，伴严重并发症或合并症
HC13	胆总管手术，伴并发症或合并症
HC15	胆总管手术，不伴并发症或合并症
HC21	胆囊切除手术，伴严重并发症或合并症
HC23	胆囊切除手术，伴并发症或合并症
HC25	胆囊切除手术，不伴并发症或合并症
HC31	除胆囊切除术以外的胆道手术，伴严重并发症或合并症
HC33	除胆囊切除术以外的胆道手术，伴并发症或合并症
HC35	除胆囊切除术以外的胆道手术，不伴并发症或合并症
HJ1_39.3	与肝、胆或胰腺疾病有关的其他手术，血管缝合术
HJ1_39.9	与肝、胆或胰腺疾病有关的其他手术，血管的其他手术
HJ1_40.5	与肝、胆或胰腺疾病有关的其他手术，其他淋巴结根治性切除术
HJ1_41.5	与肝、胆或胰腺疾病有关的其他手术，全脾切除术
HJ1_42.9	与肝、胆或胰腺疾病有关的其他手术，食管其他手术
HJ1_50.0	与肝、胆或胰腺疾病有关的其他手术，肝切开术
HJ1_50.1	与肝、胆或胰腺疾病有关的其他手术，肝的诊断性操作
HJ1_50.2	与肝、胆或胰腺疾病有关的其他手术，肝组织或病损的局部切除术或破坏术
HJ1_51.8	与肝、胆或胰腺疾病有关的其他手术，胆管和奥狄括约肌的其他手术
HJ1_52.2	与肝、胆或胰腺疾病有关的其他手术，胰腺和胰管的局部切除术或破坏术
HJ1_54.1	与肝、胆或胰腺疾病有关的其他手术，开腹手术
HJ1_54.5	与肝、胆或胰腺疾病有关的其他手术，腹膜粘连松解术
HJ1_38	与肝、胆或胰腺疾病有关的其他手术，血管的切开、切除和闭合术
HJ1_52	与肝、胆或胰腺疾病有关的其他手术，胰腺手术
HJ1_54	与肝、胆或胰腺疾病有关的其他手术，腹部其他手术
HJ1_9	与肝、胆或胰腺疾病有关的其他手术，其他
HK11	食管曲张静脉出血的治疗性内镜操作，伴严重并发症或合并症
HK13	食管曲张静脉出血的治疗性内镜操作，伴并发症或合并症
HK15	食管曲张静脉出血的治疗性内镜操作，不伴并发症或合并症
HL17	肝胆胰系统的治疗性操作，死亡转归
HL1_39.7	肝胆胰系统的治疗性操作，血管内操作
HL1_44.4	肝胆胰系统的治疗性操作，胃或十二指肠溃疡的出血控制和缝合术
HL1_50.9	肝胆胰系统的治疗性操作，肝的其他手术
HL1_51.0	肝胆胰系统的治疗性操作，胆囊切开术和胆囊造口术
HL1_51.8	肝胆胰系统的治疗性操作，胆管和奥狄括约肌的其他手术
HL1_51.9	肝胆胰系统的治疗性操作，胆管的其他手术
HL1_52.9	肝胆胰系统的治疗性操作，胰腺其他手术
HL1_97.5	肝胆胰系统的治疗性操作，非手术性去除消化系统治疗性装置
HL1_98.5	肝胆胰系统的治疗性操作，体外休克波碎石[ESWL]
HL1_50	肝胆胰系统的治疗性操作，肝脏手术
HL1_9	肝胆胰系统的治疗性操作，其他
HL21	肝胆胰系统的诊断性操作，伴严重并发症或合并症
HL23	肝胆胰系统的诊断性操作，伴并发症或合并症
HL25	肝胆胰系统的诊断性操作，不伴并发症或合并症
HR17	肝胆胰系统恶性肿瘤，死亡转归
HR11	肝胆胰系统恶性肿瘤，伴严重并发症或合并症
HR13	肝胆胰系统恶性肿瘤，伴并发症或合并症
HR15	肝胆胰系统恶性肿瘤，不伴并发症或合并症
HS17	肝功能衰竭，死亡转归
HS1_K72.0	肝功能衰竭，急性和亚急性肝衰竭
HS1_K72.1	肝功能衰竭，慢性肝衰竭
HS1_K72	肝功能衰竭，肝衰竭，不可归类在他处者
HS1_9	肝功能衰竭，其他
HS27	肝硬化，死亡转归
HS21	肝硬化，伴严重并发症或合并症
HS23	肝硬化，伴并发症或合并症
HS25	肝硬化，不伴并发症或合并症
HS31	病毒性肝炎，伴严重并发症或合并症
HS33	病毒性肝炎，伴并发症或合并症
HS35	病毒性肝炎，不伴并发症或合并症
HT11	重症胰腺炎，伴严重并发症或合并症
HT13	重症胰腺炎，伴并发症或合并症
HT15	重症胰腺炎，不伴并发症或合并症
HT21	急性胰腺炎，伴严重并发症或合并症
HT23	急性胰腺炎，伴并发症或合并症
HT25	急性胰腺炎，不伴并发症或合并症
HU17	急性胆道疾病，死亡转归
HU11	急性胆道疾病，伴严重并发症或合并症
HU13	急性胆道疾病，伴并发症或合并症
HU15	急性胆道疾病，不伴并发症或合并症
HZ17	其他肝脏疾病，死亡转归
HZ11	其他肝脏疾病，伴严重并发症或合并症
HZ13	其他肝脏疾病，伴并发症或合并症
HZ15	其他肝脏疾病，不伴并发症或合并症
HZ21	胆道其他疾病，伴严重并发症或合并症
HZ23	胆道其他疾病，伴并发症或合并症
HZ25	胆道其他疾病，不伴并发症或合并症
HZ37	胰腺其他疾病，死亡转归
HZ3_K86.1	胰腺其他疾病，其他的慢性胰腺炎
HZ3_K86.2	胰腺其他疾病，胰腺囊肿
HZ3_9	胰腺其他疾病，其他
IB11	复杂脊柱疾病或3节段及以上脊柱融合手术或翻修手术，伴严重并发症或合并症
IB13	复杂脊柱疾病或3节段及以上脊柱融合手术或翻修手术，伴并发症或合并症
IB15	复杂脊柱疾病或3节段及以上脊柱融合手术或翻修手术，不伴并发症或合并症
IB29	脊柱2节段及以下脊柱融合术
IB3_03.0	与脊柱有关的其他手术，椎管结构探查术和减压术
IB3_03.4	与脊柱有关的其他手术，脊髓或脊髓膜病损的切除术或破坏术
IB3_03.5	与脊柱有关的其他手术，脊髓结构的整形手术
IB3_03.6	与脊柱有关的其他手术，脊髓和神经根粘连的松解术
IB3_77.6	与脊柱有关的其他手术，骨病损或组织的局部切除术
IB3_78.0	与脊柱有关的其他手术，骨移植术
IB3_78.4	与脊柱有关的其他手术，骨的其他修补术或整形术
IB3_78.5	与脊柱有关的其他手术，骨内固定不伴骨折复位术
IB3_80.5	与脊柱有关的其他手术，椎间盘切除术、破坏术和其他修补术
IB3_81.6	与脊柱有关的其他手术，脊柱的其他操作
IB3_84.8	与脊柱有关的其他手术，脊柱后路运动保护装置的置入、置换和修复术
IB3_79	与脊柱有关的其他手术，骨折和脱位复位术
IB3_9	与脊柱有关的其他手术，其他
IC1_00.7	髋、肩、膝、肘和踝关节假体翻修/修正手术，髋关节的其他操作
IC1_00.8	髋、肩、膝、肘和踝关节假体翻修/修正手术，膝关节和髋关节的其他操作
IC1_9	髋、肩、膝、肘和踝关节假体翻修/修正手术，其他
IC21	髋、肩、膝、肘和踝关节置换术，伴严重并发症或合并症
IC23	髋、肩、膝、肘和踝关节置换术，伴并发症或合并症
IC25	髋、肩、膝、肘和踝关节置换术，不伴并发症或合并症
IC31	除置换/翻修外的髋、肩、膝、肘、踝和足部关节的修复、重建手术，伴严重并发症或合并症
IC33	除置换/翻修外的髋、肩、膝、肘、踝和足部关节的修复、重建手术，伴并发症或合并症
IC35	除置换/翻修外的髋、肩、膝、肘、踝和足部关节的修复、重建手术，不伴并发症或合并症
IC4_79.8	除置换/翻修外的髋、肩、膝、肘、踝和足部关节其他手术，脱位开放性复位术
IC4_80.1	除置换/翻修外的髋、肩、膝、肘、踝和足部关节其他手术，其他关节切开术
IC4_80.4	除置换/翻修外的髋、肩、膝、肘、踝和足部关节其他手术，切断关节囊、韧带或软骨
IC4_80.6	除置换/翻修外的髋、肩、膝、肘、踝和足部关节其他手术，膝半月软骨切除术
IC4_80.8	除置换/翻修外的髋、肩、膝、肘、踝和足部关节其他手术，关节病损的其他局部切除术或破坏术
IC4_9	除置换/翻修外的髋、肩、膝、肘、踝和足部关节其他手术，其他
ID19	脊柱、骨盆的骨与软组织肿瘤手术
ID2_77.6	除脊柱、骨盆以外的骨与软组织肿瘤手术，骨病损或组织的局部切除术
ID2_83.3	除脊柱、骨盆以外的骨与软组织肿瘤手术，肌、腱、筋膜和黏液囊病损的切除术
ID2_9	除脊柱、骨盆以外的骨与软组织肿瘤手术，其他
IE1_77.2	骨盆髋臼手术，楔形骨切开术
IE1_77.6	骨盆髋臼手术，骨病损或组织的局部切除术
IE1_77.8	骨盆髋臼手术，其他部分骨切除术
IE1_79.3	骨盆髋臼手术，骨折开放性复位术伴内固定
IE1_77	骨盆髋臼手术，其他骨的切开术、切除术和切断术
IE1_9	骨盆髋臼手术，其他
IE21	股骨手术，伴严重并发症或合并症
IE23	股骨手术，伴并发症或合并症
IE25	股骨手术，不伴并发症或合并症
IE3_77.2	除股骨以外的下肢骨手术，楔形骨切开术
IE3_77.5	除股骨以外的下肢骨手术，和其他趾畸形的切除术和修补术
IE3_77.6	除股骨以外的下肢骨手术，骨病损或组织的局部切除术
IE3_78.5	除股骨以外的下肢骨手术，骨内固定不伴骨折复位术
IE3_79.1	除股骨以外的下肢骨手术，骨折闭合性复位术伴内固定
IE3_79.2	除股骨以外的下肢骨手术，骨折开放性复位术不伴内固定
IE3_79.3	除股骨以外的下肢骨手术，骨折开放性复位术伴内固定
IE3_77	除股骨以外的下肢骨手术，其他骨的切开术、切除术和切断术
IE3_78	除股骨以外的下肢骨手术，骨的其他手术，除外面骨
IE3_9	除股骨以外的下肢骨手术，其他
IE4_79.8	小关节手术，脱位开放性复位术
IE4_81.1	小关节手术，足和踝关节固定术和关节制动术
IE4_84.1	小关节手术，下肢截断术
IE4_80	小关节手术，关节结构的切开术和切除术
IE4_9	小关节手术，其他
IE51	上肢骨手术，伴严重并发症或合并症
IE51_a	上肢骨手术，伴严重并发症或合并症，65岁以上
IE53	上肢骨手术，伴并发症或合并症
IE53_a	上肢骨手术，伴并发症或合并症，65岁以上
IE55	上肢骨手术，不伴并发症或合并症
IE55_a	上肢骨手术，不伴并发症或合并症，65岁以上
IE6_77.6	手外科手术，骨病损或组织的局部切除术
IE6_79.1	手外科手术，骨折闭合性复位术伴内固定
IE6_79.3	手外科手术，骨折开放性复位术伴内固定
IE6_80.7	手外科手术，滑膜切除术
IE6_80.8	手外科手术，关节病损的其他局部切除术或破坏术
IE6_81.7	手外科手术，手、指和腕关节成形术和修补术
IE6_78	手外科手术，骨的其他手术，除外面骨
IE6_79	手外科手术，骨折和脱位复位术
IE6_9	手外科手术，其他
IF1_78.5	骨科固定装置去除/修正术，骨内固定不伴骨折复位术
IF1_78.6	骨科固定装置去除/修正术，骨置入装置去除
IF1_76	骨科固定装置去除/修正术，面骨和关节手术
IG1_04.0	周围神经手术，颅和周围神经切开术、切断术和切除术
IG1_04.4	周围神经手术，颅和周围神经粘连的松解术和减压术
IG1_9	周围神经手术，其他
IH10	肌肉、肌腱手术，年龄小于18岁
IH11	肌肉、肌腱手术，伴严重并发症或合并症
IH13	肌肉、肌腱手术，伴并发症或合并症
IH15	肌肉、肌腱手术，不伴并发症或合并症
IJ10	骨骼肌肉系统的其他手术，年龄小于18岁
IJ1_79.3	骨骼肌肉系统的其他手术，骨折开放性复位术伴内固定
IJ1_81.9	骨骼肌肉系统的其他手术，关节结构的其他手术
IJ1_83.0	骨骼肌肉系统的其他手术，肌、腱、筋膜和黏液囊切开术
IJ1_83.2	骨骼肌肉系统的其他手术，肌、腱、筋膜和黏液囊的诊断性操作，包括手
IJ1_83.3	骨骼肌肉系统的其他手术，肌、腱、筋膜和黏液囊病损的切除术
IJ1_84.5	骨骼肌肉系统的其他手术，其他肌肉骨骼装置和物质的置入
IJ1_86.3	骨骼肌肉系统的其他手术，皮肤和皮下组织的病损或组织其他局部切除术或破坏术
IJ1_80	骨骼肌肉系统的其他手术，关节结构的切开术和切除术
IJ1_9	骨骼肌肉系统的其他手术，其他
IR19	骨盆骨折
IR29	股骨骨折
IS1_S52.5	前臂、腕、手或足损伤，桡骨下端骨折
IS1_S52.6	前臂、腕、手或足损伤，尺骨和桡骨下端均骨折
IS1_S62	前臂、腕、手或足损伤，在腕和手水平的骨折
IS1_9	前臂、腕、手或足损伤，其他
IS21	除前臂、腕、手足外的损伤，伴严重并发症或合并症
IS23	除前臂、腕、手足外的损伤，伴并发症或合并症
IS25	除前臂、腕、手足外的损伤，不伴并发症或合并症
IT1_M87.8	骨髓炎，其他的骨坏死
IT1_M87	骨髓炎，骨坏死
IT1_9	骨髓炎，其他
IT20	慢性炎症性肌肉骨骼结缔组织疾病，年龄小于18岁
IT21	慢性炎症性肌肉骨骼结缔组织疾病，伴严重并发症或合并症
IT23	慢性炎症性肌肉骨骼结缔组织疾病，伴并发症或合并症
IT25	慢性炎症性肌肉骨骼结缔组织疾病，不伴并发症或合并症
IT39	感染性关节炎
IU10	骨病及其他关节病，年龄小于18岁
IU1_M06.9	骨病及其他关节病，未特指的类风湿性关节炎
IU1_M08.2	骨病及其他关节病，幼年型关节炎伴有全身性发病
IU1_M10.0	骨病及其他关节病，特发性痛风
IU1_M10.9	骨病及其他关节病，未特指的痛风
IU1_M13.9	骨病及其他关节病，未特指的关节炎
IU1_M15.9	骨病及其他关节病，未特指的多关节病
IU1_M16.9	骨病及其他关节病，未特指的髋关节病
IU1_M17.0	骨病及其他关节病，原发性双侧膝关节病
IU1_M17.9	骨病及其他关节病，未特指的膝关节病
IU1_M19.9	骨病及其他关节病，未特指的关节病
IU1_M25.6	骨病及其他关节病，关节僵硬，不可归类在他处者
IU1_M47.9	骨病及其他关节病，未特指的脊椎关节强硬
IU1_M81.0	骨病及其他关节病，绝经后骨质疏松
IU1_M81.8	骨病及其他关节病，其他的骨质疏松
IU1_M81.9	骨病及其他关节病，未特指的骨质疏松
IU1_M89.9	骨病及其他关节病，骨未特指的疾患
IU1_M24	骨病及其他关节病，其他特指的关节紊乱
IU1_M81	骨病及其他关节病，骨质疏松不伴有病理性骨折
IU1_M89	骨病及其他关节病，骨的其他疾患
IU1_9	骨病及其他关节病，其他
IU2_M41.9	颈腰背疾病，未特指的脊柱侧弯
IU2_M46.3	颈腰背疾病，椎间盘感染(脓性)
IU2_M46.5	颈腰背疾病，其他的感染性脊椎病
IU2_M46.8	颈腰背疾病，其他特指的炎性脊椎病
IU2_M46.9	颈腰背疾病，未特指的炎性脊椎病
IU2_M48.8	颈腰背疾病，其他特指的脊椎病
IU2_M50.0	颈腰背疾病，颈椎间盘突出伴脊髓病
IU2_M50.1	颈腰背疾病，颈椎间盘疾患伴有神经根病
IU2_M54.3	颈腰背疾病，坐骨神经痛
IU2_M54.4	颈腰背疾病，腰痛伴有坐骨神经痛
IU2_M54.5	颈腰背疾病，下背痛
IU2_S22.0	颈腰背疾病，胸椎骨折
IU2_9	颈腰背疾病，其他
IU30	骨骼、肌肉、结缔组织恶性病损、病理性骨折，年龄小于18岁
IU3_C40.2	骨骼、肌肉、结缔组织恶性病损、病理性骨折，下肢长骨恶性肿瘤
IU3_C41.2	骨骼、肌肉、结缔组织恶性病损、病理性骨折，脊柱恶性肿瘤
IU3_C79.5	骨骼、肌肉、结缔组织恶性病损、病理性骨折，骨和骨髓继发性恶性肿瘤
IU3_D48.0	骨骼、肌肉、结缔组织恶性病损、病理性骨折，骨和关节软骨动态未定或动态未知的肿瘤
IU3_M80.9	骨骼、肌肉、结缔组织恶性病损、病理性骨折，未特指的骨质疏松伴有病理性骨折
IU3_C41	骨骼、肌肉、结缔组织恶性病损、病理性骨折，骨和关节软骨其他和未特指部位的恶性肿瘤
IU3_9	骨骼、肌肉、结缔组织恶性病损、病理性骨折，其他
IV19	除脊柱外先天性骨骼肌肉系统疾病
